제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,우리기준_대분류,우리기준_중분류,우리기준_소분류,출산양육_관련도,필터근거_키워드,분류근거_키워드,분류신뢰도
PROP-181602,다문화 가정 자녀들의 교육권을 보장하기 위한 정책 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181602,2018-06-23,2018,0.0,1,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181602,취약·다양가족 사각지대,다문화·외국인,다문화가족 지원,출산양육 후보,자녀,다문화,중
PROP-181390,결식우려아동급식카드인 꿈나무카드에 변화가 필요합니다!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181390,2018-05-31,2018,4.0,1,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181390,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,출산양육 후보,아동,급식,중
PROP-181276,"서울 녹지, 공원, 아동청소년 놀이터 확충 요구한다",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181276,2018-05-20,2018,0.0,1,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181276,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,아동,놀이터,중
PROP-181060,서울지하철에 임산부 핑크라이트 설치를 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181060,2018-04-25,2018,7.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181060,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-181051,서울시 산후도우미 관련 적용기준이 궁금합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181051,2018-04-24,2018,1.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181051,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산양육 후보,산후,"산후, 도우미",상
PROP-181019,임산부석 희망고문은 이제 그만,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181019,2018-04-19,2018,12.0,2,Y,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181019,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-181006,서울시 지하철에 임산부배려석 알람 설치 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181006,2018-04-18,2018,3.0,3,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181006,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배려석",상
PROP-180862,환경적 조건으로 인한 초등학생 교육기회 제공,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180862,2018-04-11,2018,1.0,1,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180862,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,출산양육 후보,초등학생,"초등학생, 초등",상
PROP-180560,임산부석을 바꿔주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180560,2018-03-09,2018,1.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180560,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-180512,"초등학교 병설유치원신설필수,,,,,,,,,,,,,,,,,,,,,,,,,,",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180512,2018-03-04,2018,0.0,1,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180512,보육·돌봄 인프라,어린이집·유치원,어린이집·유치원 운영 개선,출산양육 후보,유치원,유치원,중
PROP-180506,임산부석 희망고문은 이제 그만,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180506,2018-03-03,2018,8.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180506,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-180451,제안 제목 : “임산부의 교통카드 발급으로 공공교통요금 면제” 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180451,2018-02-22,2018,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180451,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-180438,신혼부부 임대 주택 신청 기준,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180438,2018-02-20,2018,1.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180438,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 주택",상
PROP-180374,지하철 임산부석 보완할 점 제안합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180374,2018-02-08,2018,9.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180374,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-180344,유치원 버스에  차량용 공기 청정기를 제안 합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180344,2018-02-05,2018,0.0,1,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180344,보육·돌봄 인프라,어린이집·유치원,어린이집·유치원 운영 개선,출산양육 후보,유치원,유치원,중
PROP-180332,지하철 임산부석 폐지와 (초기)임산부 표식 배포를 청원 드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180332,2018-02-04,2018,1.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180332,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-180235,방학중 아동 급식,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180235,2018-01-21,2018,0.0,1,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180235,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,출산양육 후보,아동,급식,중
PROP-180213,임산부 지정석 진동 알림 안내,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180213,2018-01-19,2018,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180213,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-180149,지역에 유아교육을 위해 &#34;관인유치원 추가&#34; 설립해 줘야,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180149,2018-01-13,2018,0.0,2,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180149,보육·돌봄 인프라,어린이집·유치원,어린이집·유치원 운영 개선,출산양육 후보,유치원,"유치원, 유아",상
PROP-180134,지하철 임산부 좌석 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180134,2018-01-11,2018,10.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180134,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-180131,서울시 산후도우미 지원 7월부터 시행,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180131,2018-01-10,2018,1.0,1,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180131,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산양육 후보,산후,"산후, 도우미",상
PROP-180034,지하철 임산부 좌석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180034,2017-12-19,2017,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180034,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-180018,임산부배려석 착석 태그,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180018,2017-12-15,2017,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180018,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배려석",상
PROP-180013,지하철 임산부배려석 계속 유지해야 할까요?,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180013,2017-12-14,2017,7.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180013,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배려석",상
PROP-179975,한부모 카드 발급을 통한 차등제 지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179975,2017-12-09,2017,3.0,1,N,미상,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼모 지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179975,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼부모 지원,출산양육 후보,한부모,한부모,중
PROP-179981,한부모소득탈락 유예기간을 주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179981,2017-12-09,2017,2.0,1,N,미상,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼모 지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179981,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼부모 지원,출산양육 후보,한부모,한부모,중
PROP-179928,대중교통 임산부석 관련 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179928,2017-12-02,2017,6.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179928,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-179861,핑크색 임산부보호석 제도 폐지,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179861,2017-11-23,2017,2.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179861,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-179798,지하철의 노약자석과 임산부 배려석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179798,2017-11-15,2017,2.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=179798,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배려석",상
